Product_ID,Category_ID,Cost
1261652,2061,2.0
1262940,1880,9.0
1265477,2077,9.0
1268491,2026,21.0
1272484,1830,10.0
1272528,1871,1.0
1272529,1871,1.0
1272530,1871,1.0
1272531,1871,1.0
1272532,1871,1.0
1272533,1871,1.0
1272534,1869,1.0
1272537,1869,0.0
1272540,1869,4.0
1272541,1869,4.0
1272543,1869,3.0
1272544,1869,3.0
1272545,1869,3.0
1272546,1869,3.0
1272548,1869,1.0
1272549,1869,2.0
1272550,1869,2.0
1272551,1869,2.0
1272552,1869,2.0
1272553,1871,1.0
1272554,1871,6.0
1272555,1871,6.0
1272557,1871,5.0
1272558,1871,5.0
1272559,1871,5.0
1272560,1871,5.0
1272562,1871,5.0
1272563,1871,2.0
1272564,1871,2.0
1272565,1871,2.0
1272566,1871,2.0
1272567,1871,2.0
1272568,1871,2.0
1272569,1871,1.0
1272570,1871,1.0
1272571,1871,1.0
1272572,1871,1.0
1272576,1872,11.0
1272580,1872,8.0
1272581,1872,8.0
1272582,1872,8.0
1272583,1872,8.0
1272584,1872,8.0
1272585,1872,6.0
1272586,1872,6.0
1272587,1872,6.0
1272588,1872,6.0
1272590,1870,10.0
1272591,1870,8.0
1272592,1870,8.0
1272593,1870,8.0
1272594,1872,6.0
1272595,1872,3.0
1272596,1872,3.0
1272597,1872,3.0
1272598,1872,3.0
1272599,1872,3.0
1272601,1872,3.0
1272602,1872,3.0
1272603,1872,3.0
1272604,1870,7.0
1272605,1870,6.0
1272606,1870,5.0
1272607,1870,6.0
1272609,1872,3.0
1272610,1872,2.0
1272611,1872,3.0
1272614,1872,2.0
1272615,1872,2.0
1272616,1872,2.0
1272617,1870,4.0
1272620,1870,5.0
1272621,1870,4.0
1272622,1872,2.0
1272623,1872,2.0
1272624,1870,4.0
1272625,1870,4.0
1272626,1870,4.0
1272628,1870,4.0
1272629,1871,1.0
1274296,2048,2.0
1274297,2048,2.0
1275631,1609,5.0
1275633,1609,3.0
1275634,1609,4.0
1275694,1323,103.0
1275716,1876,2.0
1275718,1876,2.0
1275903,1227,102.0
1276199,2048,2.0
1289886,1787,14.0
1290199,1362,17.0
1290202,1362,11.0
1290203,1442,9.0
1290695,1219,50.0
1290709,1343,11.0
1291684,1390,47.0
1292295,1445,27.0
1292300,1475,32.0
1292315,1622,11.0
1292316,1622,13.0
1292317,1210,27.0
1293270,1623,1.0
1293396,1898,2.0
1293487,1899,2.0
1293875,1888,2.0
1293877,1908,16.0
1293901,1888,3.0
1293915,1888,4.0
1294758,1229,135.0
1294784,1858,3.0
1294842,1838,3.0
1294883,1888,2.0
1294907,1899,2.0
1294922,1899,3.0
1294964,1899,5.0
1294987,1899,6.0
1295555,1335,1.0
1295556,1783,1.0
1295706,2058,3.0
1295724,2058,5.0
1295740,2058,9.0
1296111,1277,36.0
1296112,1277,32.0
1296154,1404,26.0
1296172,1837,1.0
1297092,2060,8.0
1297165,1838,4.0
1298145,1379,56.0
1298444,1611,6.0
1298464,1379,17.0
1298466,1379,10.0
1298469,1379,10.0
1298478,1933,3.0
1298551,2058,1.0
1298552,2058,3.0
1298553,2058,3.0
1298555,2058,5.0
1298556,2058,6.0
1298557,2058,8.0
1298559,1377,40.0
1298856,2091,5.0
1298857,2091,6.0
1298884,1894,3.0
1298900,1894,3.0
1299324,1614,3.0
1300847,1667,14.0
1300855,1667,19.0
1300888,1667,19.0
1300936,1668,29.0
1302150,1894,3.0
1302191,1894,4.0
1302298,1895,2.0
1302332,1900,2.0
1302538,1901,2.0
1302595,1900,2.0
1306572,2077,4.0
1306614,2077,8.0
1306638,2077,9.0
1306679,2080,4.0
1306721,2080,5.0
1306745,2080,8.0
1307072,1379,15.0
1307073,1379,12.0
1307074,1379,12.0
1307075,1379,12.0
1307077,1379,12.0
1307430,2080,14.0
1307628,2077,10.0
1307677,2082,1.0
1307711,2082,2.0
1307860,2082,3.0
1308172,2077,12.0
1308295,2061,3.0
1308345,2061,3.0
1308404,2061,5.0
1308412,2061,6.0
1309014,2087,10.0
1309030,2087,12.0
1309046,2087,11.0
1309113,1489,54.0
1309115,1489,43.0
1309116,1489,76.0
1309824,1919,3.0
1309848,1919,22.0
1309881,1919,24.0
1309897,2089,12.0
1310077,1919,8.0
1310103,1919,8.0
1310656,1671,3.0
1310810,1207,22.0
1311547,2007,18.0
1311687,1895,3.0
1311966,2062,2.0
1312000,2041,2.0
1312018,1830,4.0
1312034,2062,2.0
1312150,1830,6.0
1312151,1830,6.0
1312158,1335,1.0
1312289,2067,30.0
1312323,2067,4.0
1312446,2067,5.0
1312475,1489,43.0
1312539,1379,12.0
1314782,1620,4.0
1314954,1620,6.0
1315072,1879,1.0
1315225,1823,6.0
1315243,1857,6.0
1315284,1857,6.0
1315316,1857,5.0
1315389,1486,11.0
1315390,1486,14.0
1315391,1486,16.0
1316018,1973,81.0
1316378,2049,1.0
1316379,2049,1.0
1316380,2048,2.0
1316902,2067,36.0
1316950,2067,6.0
1317032,1212,188.0
1317084,2049,1.0
1317085,2049,1.0
1317087,2049,1.0
1317088,2049,1.0
1317089,2049,1.0
1317215,1317,76.0
1317292,1686,7.0
1318979,1832,4.0
1319063,1832,4.0
1319253,1832,4.0
1319740,1905,19.0
1319872,2058,5.0
1319920,2058,5.0
1319985,1857,13.0
1320144,2058,14.0
1320347,1911,13.0
1320589,1905,2.0
1320608,1474,5.0
1320609,1474,4.0
1320628,1385,54.0
1320635,2049,1.0
1320636,2049,1.0
1320746,1901,11.0
1320994,2091,3.0
1321012,1825,3.0
1321014,1825,2.0
1322255,1830,6.0
1322437,1830,6.0
1322459,1933,5.0
1322470,1621,3.0
1322520,1830,6.0
1322762,1474,4.0
1322763,1474,4.0
1324623,1533,1.0
1325763,2067,26.0
1325770,2067,4.0
1326239,1897,2.0
1326384,1875,4.0
1326386,1875,4.0
1326393,1875,5.0
1326394,1875,5.0
1326395,1875,5.0
1326530,1471,5.0
1326531,1471,7.0
1326533,1471,5.0
1326534,1471,8.0
1326535,1471,9.0
1326536,1471,7.0
1326729,1212,81.0
1326730,1209,54.0
1327089,2101,10.0
1327105,2101,10.0
1327688,1307,18.0
1327694,1307,38.0
1327695,1307,27.0
1327696,1307,11.0
1327876,1623,5.0
1328113,1837,1.0
1328129,1837,2.0
1328204,1880,8.0
1328551,1973,81.0
1328600,1973,22.0
1328963,1858,6.0
1330300,1379,66.0
1330301,1379,66.0
1330351,1379,66.0
1330352,1379,66.0
1330489,1867,1.0
1330490,1867,1.0
1330491,1867,1.0
1330547,2038,2.0
1330555,2038,3.0
1332226,1442,8.0
1332227,1442,8.0
1333212,1900,2.0
1334325,1911,2.0
1336057,1832,3.0
1336223,1889,1.0
1336570,1621,1.0
1336571,1621,1.0
1336574,1621,1.0
1336578,1621,1.0
1336579,1621,1.0
1336580,1621,1.0
1336586,1621,1.0
1336588,1621,1.0
1336590,1621,1.0
1336616,1621,1.0
1336620,1621,1.0
1336622,1621,1.0
1336661,2045,5.0
1336668,2039,3.0
1336676,2039,2.0
1336694,2039,2.0
1336696,2048,3.0
1336744,1930,3.0
1337086,1449,19.0
1337129,1377,54.0
1337130,1377,54.0
1337132,1377,54.0
1337135,1377,47.0
1337357,1831,3.0
1337358,1831,3.0
1337360,1831,3.0
1337592,1949,16.0
1337593,2002,38.0
1337599,1951,54.0
1337684,1881,3.0
1337868,1920,14.0
1338102,1912,1.0
1338104,1912,2.0
1338106,1912,5.0
1338632,1634,9.0
1338664,1689,5.0
1338673,1933,5.0
1339901,1838,4.0
1339902,1838,2.0
1339921,1682,1.0
1339922,1358,3.0
1340827,2076,11.0
1341007,1668,16.0
1342964,1882,2.0
1343352,2087,10.0
1343360,2087,10.0
1343594,1888,1.0
1343678,1621,2.0
1343687,1621,2.0
1343835,1429,135.0
1343850,1570,54.0
1344604,1573,189.0
1346129,1832,1.0
1348322,1468,17.0
1349098,1486,2.0
1349122,1901,2.0
1349128,1442,5.0
1349130,1442,5.0
1349133,1442,5.0
1349134,1442,5.0
1349160,1653,9.0
1350703,2018,1.0
1350768,1904,3.0
1351649,1620,5.0
1352106,1832,1.0
1352107,1832,4.0
1352108,1832,3.0
1352368,1888,1.0
1352789,1832,1.0
1352790,1832,1.0
1352792,1832,3.0
1352797,1832,1.0
1352799,1832,1.0
1352802,1832,1.0
1353060,1857,5.0
1353230,1678,11.0
1353270,1678,4.0
1353272,1678,2.0
1353275,2077,9.0
1353291,1678,9.0
1353294,1678,6.0
1353351,2047,5.0
1353359,2047,5.0
1353400,2047,10.0
1353416,2080,8.0
1353434,2080,8.0
1353450,2080,8.0
1353717,1831,5.0
1353718,1831,1.0
1353747,2047,4.0
1353755,2047,4.0
1353780,2047,4.0
1353788,2047,4.0
1354009,1390,32.0
1354010,1442,30.0
1354029,1486,13.0
1354030,1365,16.0
1354031,1486,13.0
1354032,1486,26.0
1354033,1486,16.0
1354039,1486,13.0
1354042,1486,10.0
1354047,1449,3.0
1354051,1475,18.0
1354055,1475,43.0
1354056,1475,49.0
1354058,1475,22.0
1354060,1449,12.0
1354061,1449,16.0
1354062,1449,16.0
1354202,1889,5.0
1354405,2053,1.0
1354409,2053,1.0
1354413,2053,1.0
1354423,2053,1.0
1354430,2053,1.0
1354431,2053,1.0
1354432,2053,1.0
1354438,2053,1.0
1354441,2053,1.0
1354442,2053,1.0
1354481,1888,0.0
1354484,2053,1.0
1354491,2053,1.0
1354500,2053,1.0
1354518,2053,1.0
1354519,2053,1.0
1354533,2053,1.0
1354547,1888,1.0
1354554,2053,1.0
1354565,2053,1.0
1354572,1888,2.0
1354582,2053,1.0
1354584,2053,1.0
1354589,2053,1.0
1354594,2053,1.0
1354761,2053,2.0
1354766,2053,0.0
1354767,2053,2.0
1354778,2053,2.0
1354782,2053,2.0
1354807,2053,0.0
1354812,2053,2.0
1354828,2053,2.0
1354833,2053,2.0
1354839,2053,2.0
1354841,2053,1.0
1354847,2053,2.0
1354850,2053,1.0
1354853,2053,2.0
1354857,2053,2.0
1354859,2053,2.0
1354860,2053,2.0
1354861,2053,2.0
1354872,2053,0.0
1354874,2053,2.0
1354884,2053,2.0
1354897,2053,2.0
1354898,2053,2.0
1354903,2038,2.0
1354905,2053,2.0
1354926,2053,2.0
1354935,2053,2.0
1354942,2038,1.0
1354943,2053,2.0
1354956,2053,2.0
1354960,2053,2.0
1354964,2053,2.0
1354970,2053,2.0
1354988,2053,2.0
1355003,2053,2.0
1355005,2053,2.0
1355013,2053,2.0
1355016,2053,2.0
1355027,2053,2.0
1355034,2053,2.0
1355039,2053,2.0
1355044,2053,2.0
1355197,2053,2.0
1355208,2053,2.0
1355215,2053,0.0
1355216,2053,2.0
1355217,2053,2.0
1355218,2053,2.0
1355225,2053,2.0
1355263,2053,2.0
1355266,2053,2.0
1355268,2053,2.0
1355271,2053,2.0
1355278,2053,2.0
1355314,2053,3.0
1355318,2053,3.0
1355319,2053,3.0
1355345,2053,3.0
1355403,2053,3.0
1355426,2053,3.0
1355605,2053,1.0
1355609,2053,1.0
1355613,2053,1.0
1355633,2053,2.0
1355642,2053,2.0
1355648,2053,2.0
1355681,2053,0.0
1355684,2053,2.0
1355702,2030,3.0
1355713,2053,2.0
1355714,2053,2.0
1355721,2053,2.0
1355762,2053,2.0
1355768,2053,2.0
1355773,2053,2.0
1355845,2053,1.0
1356047,2027,5.0
1356080,2027,4.0
1356088,2027,4.0
1356122,2027,4.0
1356138,2027,4.0
1356164,2027,4.0
1356171,2027,4.0
1356179,2027,4.0
1356237,2027,2.0
1356304,2027,4.0
1356666,2027,4.0
1356684,2027,4.0
1356708,2041,2.0
1356758,2041,3.0
1356946,1858,1.0
1357062,1365,4.0
1357063,1523,54.0
1357175,1432,22.0
1357236,1379,26.0
1357237,1379,27.0
1357238,1379,31.0
1357252,1432,14.0
1357449,1617,8.0
1357453,1474,1.0
1357516,1841,1.0
1357693,1847,8.0
1357719,2058,0.0
1358126,2074,8.0
1358139,2058,5.0
1358144,2074,9.0
1358298,1811,9.0
1358371,1816,15.0
1358453,1928,2.0
1358596,1668,99.0
1358787,2039,4.0
1358795,2039,3.0
1358863,2039,15.0
1359349,2053,4.0
1359710,1694,1.0
1359744,1567,59.0
1359754,1694,0.0
1359756,1694,0.0
1360333,1973,27.0
1360520,1588,6.0
1360525,1650,12.0
1360528,1650,15.0
1360683,1941,4.0
1360684,1941,4.0
1360804,1930,4.0
1360805,1927,3.0
1360819,1927,2.0
1360827,2051,1.0
1360828,2051,4.0
1360834,1928,5.0
1360838,1912,8.0
1361348,1448,81.0
1362042,1941,1.0
1362061,1912,5.0
1365321,1927,2.0
1365485,1832,1.0
1366672,1816,11.0
1367226,2081,8.0
1367697,1335,1.0
1369591,1912,1.0
1369633,1364,8.0
1369634,1364,8.0
1369852,1911,21.0
1369978,1442,12.0
1370075,1828,3.0
1370076,1828,3.0
1370168,1486,4.0
1370169,1364,10.0
1370171,1432,32.0
1370172,1486,10.0
1370176,1364,8.0
1370195,1607,5.0
1370196,1607,5.0
1370249,1689,4.0
1370337,1342,1.0
1370573,2049,5.0
1370596,1377,54.0
1370597,1379,31.0
1370660,2017,2.0
1370674,1694,2.0
1370680,2055,5.0
1370681,2055,8.0
1370761,2049,5.0
1370762,2049,5.0
1370785,1896,2.0
1370884,1675,14.0
1370932,1365,11.0
1370933,1365,11.0
1370937,1486,11.0
1371027,1341,15.0
1371060,1610,2.0
1371754,1694,1.0
1371755,1694,1.0
1371929,1882,4.0
1371937,2101,4.0
1372366,1895,1.0
1372392,1895,2.0
1374624,1362,10.0
1374635,1833,3.0
1374696,1833,4.0
1374819,2038,3.0
1374821,2038,5.0
1374828,2038,4.0
1375552,2039,2.0
1376914,2008,8.0
1376920,2007,11.0
1376928,2007,8.0
1376936,2008,8.0
1376954,2008,9.0
1377826,1486,10.0
1377827,1486,10.0
1377868,1573,216.0
1377871,1442,19.0
1378579,1611,3.0
1378762,1687,16.0
1379330,1379,11.0
1379334,1379,14.0
1379335,1379,30.0
1379436,1377,184.0
1380093,1376,11.0
1380094,2038,5.0
1382482,1342,1.0
1382521,1901,1.0
1382610,1342,5.0
1383169,1342,0.0
1383276,1656,5.0
1383340,1889,1.0
1383389,1442,8.0
1383412,1474,22.0
1383413,1474,16.0
1383415,1474,17.0
1383590,1470,3.0
1384053,1694,2.0
1384314,2062,8.0
1384322,2062,8.0
1384330,2062,9.0
1384421,2060,7.0
1384603,2087,4.0
1385079,1331,9.0
1385889,2097,5.0
1385897,2097,6.0
1385905,2097,6.0
1385986,2097,3.0
1386004,2097,3.0
1386020,2097,4.0
1386028,2097,4.0
1386036,2097,5.0
1386054,2097,8.0
1386062,2097,5.0
1386077,2097,3.0
1386085,2097,5.0
1386194,2097,9.0
1386202,2097,9.0
1386218,2097,2.0
1386244,2097,6.0
1386366,1830,5.0
1386879,2039,4.0
1386887,2039,6.0
1386919,2073,8.0
1386935,2073,18.0
1386976,2073,8.0
1388418,1816,15.0
1388420,1929,4.0
1388440,1782,4.0
1388727,1435,11.0
1388918,1447,14.0
1388919,1447,8.0
1388920,1447,12.0
1389588,1447,15.0
1389589,1447,10.0
1389590,1447,11.0
1389594,1782,2.0
1389598,1447,30.0
1389599,1447,25.0
1389600,1447,18.0
1389601,1447,16.0
1389602,2090,9.0
1389618,2090,9.0
1389626,2090,10.0
1389667,2089,8.0
1389693,2089,10.0
1389714,1640,5.0
1389716,1640,8.0
1389719,1640,10.0
1389720,1640,8.0
1389725,2055,14.0
1389731,1377,49.0
1389736,1377,48.0
1389740,1377,48.0
1389742,1377,48.0
1389899,2049,1.0
1389907,2049,1.0
1389970,2048,2.0
1390434,2007,10.0
1390453,1694,2.0
1390454,1694,2.0
1390466,1694,2.0
1390469,1694,2.0
1390482,1694,2.0
1390485,1694,2.0
1390487,1694,2.0
1390496,1694,2.0
1390505,1694,2.0
1391242,2053,0.0
1392046,1640,16.0
1392056,1401,22.0
1392057,1401,32.0
1392086,1650,103.0
1392099,2058,13.0
1392266,1486,22.0
1392270,1486,5.0
1392323,1633,2.0
1392479,1331,4.0
1392563,1633,1.0
1393008,1618,2.0
1393009,1618,2.0
1393025,1625,3.0
1393026,1625,3.0
1393348,1475,27.0
1393408,1474,3.0
1393415,1342,1.0
1393492,1450,5.0
1393506,1929,16.0
1394361,1673,20.0
1395027,1830,12.0
1395053,1830,12.0
1395238,1307,8.0
1395447,1319,48.0
1395886,2047,9.0
1396066,1830,5.0
1396108,1933,2.0
1396624,1391,57.0
1396626,1442,25.0
1396712,1809,10.0
1397326,1978,38.0
1397327,1978,54.0
1397328,1978,54.0
1397329,1978,108.0
1397331,1979,38.0
1397332,1979,53.0
1397334,1980,3.0
1397335,1980,5.0
1397336,1980,11.0
1397337,1980,14.0
1397339,1980,16.0
1397340,1980,22.0
1397341,1980,32.0
1397342,1980,38.0
1397343,1981,5.0
1397344,1981,16.0
1397345,1981,40.0
1397348,1983,38.0
1397349,1983,59.0
1397350,1890,11.0
1397953,1469,8.0
1398171,2088,12.0
1398451,1588,12.0
1398452,1588,12.0
1399797,2032,16.0
1399823,2032,21.0
1399914,2032,7.0
1399928,2032,7.0
1400358,1832,4.0
1400361,1330,6.0
1400407,1901,10.0
1400647,2097,5.0
1400730,2097,4.0
1400764,1887,3.0
1401455,1903,5.0
1401771,1588,12.0
1403216,1916,3.0
1403221,1613,2.0
1403242,1677,4.0
1404500,2051,5.0
1404508,2051,6.0
1404516,2051,3.0
1404534,2051,5.0
1404607,2050,3.0
1407594,2101,16.0
1407602,2101,19.0
1407644,2101,6.0
1407652,2101,6.0
1407660,2101,6.0
1407667,2101,6.0
1407751,2102,5.0
1407759,2102,5.0
1407766,2102,5.0
1407784,2102,5.0
1407792,2102,5.0
1407800,2102,6.0
1407808,2102,9.0
1407891,2101,5.0
1408186,2039,3.0
1408269,1919,8.0
1408335,1919,4.0
1409156,1828,15.0
1409219,1358,5.0
1409221,1890,9.0
1409438,1882,6.0
1409584,1391,35.0
1409856,1336,54.0
1409894,1890,9.0
1410705,1315,35.0
1410706,1312,84.0
1410715,1830,2.0
1410722,1588,6.0
1410732,1828,2.0
1410734,2075,1.0
1411428,2046,3.0
1411429,2046,3.0
1411430,2046,6.0
1411432,2046,6.0
1411433,2046,6.0
1412724,1920,6.0
1412731,1920,3.0
1413137,1331,5.0
1413799,1379,17.0
1413800,1379,15.0
1413873,1328,4.0
1413986,1895,3.0
1414054,1902,1.0
1414062,1902,1.0
1414202,1928,4.0
1414450,2077,9.0
1414971,1969,2.0
1414973,1969,3.0
1414994,1920,3.0
1415002,1920,10.0
1415011,1920,12.0
1415199,1379,39.0
1416205,2073,4.0
1417047,2090,10.0
1418041,2044,6.0
1418564,1379,31.0
1419605,1896,3.0
1419643,2076,9.0
1420007,2048,1.0
1420008,2048,2.0
1420117,1677,4.0
1420257,1837,3.0
1420424,1833,4.0
1420435,1833,4.0
1421398,1602,70.0
1423219,2063,26.0
1423297,1379,5.0
1423298,1379,3.0
1423299,1379,2.0
1423344,2063,3.0
1423358,1385,70.0
1423359,1365,43.0
1423362,1590,12.0
1423365,1487,54.0
1423417,2061,4.0
1423425,2061,3.0
1423430,1404,5.0
1423463,1718,1.0
1423464,1759,0.0
1423483,1718,1.0
1423502,1759,0.0
1423506,1716,0.0
1423508,2061,3.0
1423516,2061,2.0
1423672,1508,3.0
1423678,1508,2.0
1423685,1508,2.0
1423688,1508,5.0
1423726,1508,4.0
1423745,1508,2.0
1423752,1508,11.0
1423772,1508,3.0
1423836,1508,2.0
1423846,1508,2.0
1423870,1508,3.0
1423874,1508,4.0
1423933,1508,1.0
1424021,1508,2.0
1424023,1508,2.0
1424077,1508,1.0
1424120,1508,2.0
1424149,1508,2.0
1424166,1508,2.0
1424167,1508,4.0
1424168,1508,1.0
1424179,1508,4.0
1425305,2077,3.0
1425323,2077,6.0
1425677,1974,16.0
1425684,1974,11.0
1426097,1570,162.0
1426123,1570,86.0
1426124,1570,103.0
1426125,1570,184.0
1426131,1692,4.0
1426139,1692,3.0
1426155,1692,3.0
1426209,1377,30.0
1426324,1610,0.0
1429616,1570,18.0
1429617,1570,16.0
1429671,1499,1.0
1429737,1580,3.0
1429741,1580,3.0
1429744,1360,27.0
1429795,2048,2.0
1430373,1401,39.0
1430712,1858,2.0
1431020,1838,5.0
1431022,1838,3.0
1431097,1944,0.0
1431099,1573,176.0
1431104,1570,135.0
1432335,1934,3.0
1432376,1934,4.0
1432452,1934,5.0
1432493,1934,4.0
1432517,1570,145.0
1432559,1934,4.0
1432650,1934,6.0
1432665,1934,6.0
1433032,1391,19.0
1433047,1442,13.0
1433048,1391,49.0
1435346,2058,10.0
1435504,1832,6.0
1436765,2077,10.0
1437318,2050,3.0
1437360,2051,3.0
1437558,2013,10.0
1438870,2089,8.0
1438878,2060,6.0
1439373,1891,27.0
1443102,1840,2.0
1443110,1840,2.0
1443118,1841,1.0
1443126,1838,5.0
1443771,1908,5.0
1443779,1908,5.0
1444587,2059,4.0
1445222,1359,19.0
1446088,2058,5.0
1446092,2058,6.0
1446376,1879,1.0
1446426,2049,2.0
1446629,1833,3.0
1446630,1833,3.0
1446632,1835,3.0
1446633,1828,5.0
1446637,1831,1.0
1447004,1896,2.0
1447301,1881,5.0
1447309,1881,4.0
1447317,1881,3.0
1447325,1881,3.0
1447343,1881,2.0
1447351,1881,1.0
1447359,1881,5.0
1447366,1881,3.0
1447747,2061,4.0
1447755,2061,3.0
1447796,1331,30.0
1447913,1888,1.0
1448256,2058,5.0
1448258,2058,3.0
1448737,1808,9.0
1450188,2032,16.0
1450719,1610,2.0
1450724,1486,11.0
1450736,1486,3.0
1450737,2057,8.0
1450743,2080,10.0
1450784,1906,10.0
1452059,1610,3.0
1452375,1610,2.0
1454081,1487,27.0
1454089,1623,3.0
1454099,1890,9.0
1454132,1358,3.0
1454173,1431,103.0
1454198,2047,2.0
1454206,1841,3.0
1454282,2091,2.0
1454701,1610,3.0
1454714,1610,2.0
1454715,1610,3.0
1454769,1610,2.0
1454953,1984,10.0
1454957,1984,10.0
1455306,1487,59.0
1455407,1610,1.0
1455422,1610,3.0
1455423,1610,3.0
1455437,1610,1.0
1455439,1610,3.0
1455481,1610,2.0
1455484,1610,1.0
1455487,1607,2.0
1455489,1610,2.0
1455498,1610,2.0
1455658,1831,1.0
1455659,1831,1.0
1455660,1831,1.0
1455661,1831,1.0
1455665,1828,3.0
1455666,1828,3.0
1455680,1438,76.0
1455681,1438,86.0
1455845,1928,2.0
1455959,1610,2.0
1455960,1610,2.0
1455964,1610,1.0
1455968,1610,2.0
1456009,1828,3.0
1456187,1487,32.0
1456213,1492,13.0
1456344,1620,4.0
1456384,1610,2.0
1456444,1610,1.0
1456674,2007,27.0
1456690,2097,6.0
1456698,2097,3.0
1456781,2013,9.0
1456797,2097,5.0
1456805,2097,11.0
1456989,2053,3.0
1456996,2053,11.0
1456999,2053,11.0
1457003,2053,11.0
1457465,1610,1.0
1457466,1610,1.0
1457564,1927,9.0
1457684,1610,2.0
1457685,1610,2.0
1458158,2073,20.0
1459209,2053,3.0
1459251,1627,3.0
1459253,1627,3.0
1459254,1627,2.0
1459255,1627,1.0
1459256,1627,6.0
1459258,1627,4.0
1459259,1627,4.0
1459260,1627,5.0
1459292,1627,2.0
1459299,1658,15.0
1460708,1841,2.0
1460750,1838,5.0
1460765,1857,2.0
1460791,1823,4.0
1460882,1832,2.0
1460890,1828,3.0
1460946,1841,0.0
1461589,1857,18.0
1461604,1610,2.0
1461606,1610,1.0
1461609,1610,1.0
1461610,1610,1.0
1461674,1898,3.0
1461871,1610,3.0
1461888,1887,4.0
1461914,1887,2.0
1461920,1934,3.0
1461959,1362,22.0
1461979,1209,32.0
1461981,1209,32.0
1461982,1210,27.0
1462008,1210,32.0
1462035,1890,3.0
1462054,1610,2.0
1462177,1342,1.0
1462305,1593,6.0
1462631,1857,3.0
1463059,1244,2.0
1463084,1244,3.0
1464554,1934,4.0
1464585,1934,8.0
1464619,1934,1.0
1464635,1934,7.0
1464653,1934,6.0
1464661,1934,3.0
1464668,1934,3.0
1464710,1934,2.0
1464853,1627,2.0
1464854,1571,16.0
1465517,1610,1.0
1465519,1985,27.0
1465520,1985,16.0
1465660,1560,11.0
1465662,1560,5.0
1465672,1906,7.0
1465757,1359,5.0
1465889,1640,3.0
1465939,1625,2.0
1465942,1625,2.0
1465943,1625,2.0
1465944,1625,2.0
1465947,1625,3.0
1465948,1625,3.0
1465950,1610,3.0
1465951,1610,3.0
1466160,1342,1.0
1466162,1342,1.0
1466163,1342,1.0
1466164,1342,1.0
1466879,2047,2.0
1467156,1627,3.0
1467235,1588,16.0
1467467,1491,16.0
1467469,1487,16.0
1467470,1487,38.0
1467478,1479,11.0
1467542,1490,27.0
1467543,1490,22.0
1467687,1884,3.0
1467829,1487,22.0
1468291,1489,16.0
1468292,1491,16.0
1468293,1492,22.0
1468294,1487,22.0
1468362,1694,4.0
1468755,1282,14.0
1468796,1474,43.0
1468797,1474,54.0
1468956,1489,38.0
1468961,1490,16.0
1469252,1972,70.0
1469260,1972,16.0
1469460,1972,70.0
1469464,1972,16.0
1469666,1474,5.0
1469668,1474,5.0
1469671,1474,8.0
1469799,1489,16.0
1469814,1782,3.0
1469953,2011,3.0
1470178,1282,11.0
1470220,2049,2.0
1470269,2049,2.0
1470316,1523,96.0
1470320,1638,24.0
1470603,1432,24.0
1470605,1432,23.0
1470693,1653,3.0
1470705,1438,16.0
